index,key,question,answer,vid_id,gif_name,description
271,9UDMH-32846,Did the person interact with the object they were drinking from before or after they took paper from somewhere?,before,9UDMH,9UDMH,none
272,KKONU-26958,"Before holding the object they were eating, what was the person sitting on?",bed,KKONU,KKONU,none
273,FZVQN-1807,Which object did the person hold before starting to open a box?,blanket,FZVQN,FZVQN,none
274,HYRBL-12962,Which object did the person go in front of while putting the object they were throwing somewhere?,chair,HYRBL,HYRBL,none
275,XKH7W-1123,Is sitting on the floor or holding a cup of something the activity that takes more time?,sitting on the floor,XKH7W,XKH7W,none
276,YD9OX-9980,What did they wear while putting the object they were taking somewhere?,clothes,YD9OX,YD9OX,none
277,N513D-22771,"Before starting to put a book somewhere, which object did the person go beneath?",phone,N513D,N513D,none
278,6EHR7-621,"While putting on a shoe, did they hold something?",yes,6EHR7,6EHR7,none
279,YC3OE-82304,"While putting the last thing they went on the side of somewhere, what was the person above?",bed,YC3OE,YC3OE,none
280,MZOPX-7316,"While working at a table, what did they watch?",laptop,MZOPX,MZOPX,none
281,G5G8K-1738,What was the person putting down?,pillow,G5G8K,G5G8K,none
282,FTETB-5064,What was the person interacting with after putting the object they were touching first somewhere?,food,FTETB,FTETB,none
283,DQDJW-19195,"Of all the things the person was touching before starting to watch a book, was the last the first thing they went above?",no,DQDJW,DQDJW,none
284,T5E2T-41805,"In the video, what did they go behind first?",food,T5E2T,T5E2T,none
285,83654-14409,Which object were they opening after holding some food?,box,83654,83654,none
286,QL92H-26,Is there a bag the person interacts with while holding a book?,no,QL92H,QL92H,none
287,BMLFA-5411,"After holding the object they were taking, did they touch a vacuum?",no,BMLFA,BMLFA,none
288,5QJNP-923,Was the person opening the first thing they went on the side of before starting to open a book?,yes,5QJNP,5QJNP,none
289,E7ESG-47579,What did they go beneath while standing up?,phone,E7ESG,E7ESG,none
290,AI6KJ-5352,"After walking through a doorway, did they go in front of a bag or a door?",bag,AI6KJ,AI6KJ,none
291,XIG01-333,"In the video, did they write on something?",no,XIG01,XIG01,none
292,H2ZYY-8379,Which object did the person throw after taking shoes from somewhere?,floor,H2ZYY,H2ZYY,none
293,WXC7V-6851,Which object did the person go in while putting some food somewhere?,blanket,WXC7V,WXC7V,none
294,75RPN-5571,"While holding the object they were taking first, what was the person carrying?",pillow,75RPN,75RPN,none
295,HU409-1257,Did they take the object they were putting down before starting to wash some clothes?,yes,HU409,HU409,none
296,Q8TB3-1592,"While going from standing to sitting, which object did the person watch?",picture,Q8TB3,Q8TB3,none
297,SHKHX-17605,Was a doorknob the first thing they were holding before closing a door but after putting a cup somewhere?,no,SHKHX,SHKHX,none
298,L2LF6-3712,Which object did the person go in front of last before holding a pillow?,door,L2LF6,L2LF6,none
299,SRQPI-5159,"While grasping onto a doorknob, was a light or the object they were on the side of last the thing they went in front of?",doorway,SRQPI,SRQPI,none
300,7N4TW-86801,Do they take a shorter amount of time sitting in a bed or dressing themselves?,dressing themselves,7N4TW,7N4TW,none
301,IBNKL-20757,"Before tidying up the object they were opening, of all the items they held, was the last one some food or a dish?",dish,IBNKL,IBNKL,none
302,RXIAX-1962,"Between taking a bag from somewhere and sneezing somewhere, did they hold both a box and the object they were holding last?",no,RXIAX,RXIAX,none
303,QRM8K-17311,"After taking the object they were eating from somewhere, did they go on the side of a bed or the last thing they took?",dish,QRM8K,QRM8K,none
304,45P7D-3680,What was the person working on before closing a laptop?,table,45P7D,45P7D,none
305,452FV-845,"In the video, was a table the first thing they leaned on?",yes,452FV,452FV,none
306,57QQ7-7959,"Before putting something on a table but after opening a book, which object did the person go on the side of?",dish,57QQ7,57QQ7,none
307,9UDMH-32201,"Of everything they went behind before putting something on a table but after standing up, was the last the first thing they held?",no,9UDMH,9UDMH,none
308,ZKGKR-8816,What was the person in front of before putting a dish somewhere but after undressing themselves?,window,ZKGKR,ZKGKR,none
309,HHCFO-44056,What was the person grasping while opening the object they were carrying?,doorknob,HHCFO,HHCFO,none
310,7ZCXJ-20700,What was the person standing on before throwing the thing they got covered by somewhere?,floor,7ZCXJ,7ZCXJ,none
311,PHIIX-6338,Which object were they in between throwing a pillow somewhere and watching something in a mirror?,doorway,PHIIX,PHIIX,none
312,72HTA-3576,What was the person tidying before putting the thing they held somewhere?,floor,72HTA,72HTA,none
313,GDIW0-2666,"While watching outside of the thing they went in front of, what was the person closing?",laptop,GDIW0,GDIW0,none
314,0WHOH-3735,Which object were they in after holding the thing they put down?,doorway,0WHOH,0WHOH,none
315,7WIKW-36764,Which object were they on the side of between putting something on a table and holding a box?,pillow,7WIKW,7WIKW,none
316,WJT09-2322,"Before starting to walk through a doorway, which object did the person touch?",bag,WJT09,WJT09,none
317,4ZY8C-16992,"While opening the object they were on the side of last, did they go behind a dish or the last thing they put down?",paper,4ZY8C,4ZY8C,none
318,CX5ZM-2608,Which object did the person tidy between taking a dish from somewhere and putting a broom somewhere?,floor,CX5ZM,CX5ZM,none
319,K56PA-10600,Were they interacting with the thing they sat on before or after putting the object they were in somewhere?,after,K56PA,K56PA,none
320,JO6GB-9165,"Before starting to put a bag somewhere, what did they watch?",mirror,JO6GB,JO6GB,none
321,5RET1-35269,"While holding the thing they lay on, which object did the person sit on?",bed,5RET1,5RET1,none
322,FVPMC-20811,Was a closet or the object they were in front of last the thing they touched while putting something on a table?,closet,FVPMC,FVPMC,none
323,PRVHF-4484,"While tidying something on the floor, what did they go on the side of last?",shoe,PRVHF,PRVHF,none
324,J84TZ-8475,"After standing up, which object were they behind?",doorway,J84TZ,J84TZ,none
325,G54NU-22409,What did they hold before sitting in the last thing they went in front of?,blanket,G54NU,G54NU,none
326,7L2RT-479,"While sitting in a chair, which object were they holding?",paper,7L2RT,7L2RT,none
327,XVHGO-5037,Which object were they holding before starting to watch outside of a window?,phone,XVHGO,XVHGO,none
328,0CGMQ-4386,Which object did the person grasp after laughing at something?,doorknob,0CGMQ,0CGMQ,none
329,RPPCV-648,"After washing something with a blanket, did they get covered by something?",yes,RPPCV,RPPCV,none
330,FTG07-18391,"Of all the things the person was in front of before putting something on a table but after grasping onto a doorknob, was the last the first thing they held?",yes,FTG07,FTG07,none
331,WV8SY-1252,"After putting a book somewhere, did they watch anything?",no,WV8SY,WV8SY,none
332,IO712-7405,What did they close before starting to put their paper somewhere?,window,IO712,IO712,none
333,2YXJO-9852,"While running somewhere, which was the person in, some clothes or the last thing they wore?",clothes,2YXJO,2YXJO,none
334,DJR5H-1904,What was the person tidying before throwing something on the floor?,table,DJR5H,DJR5H,none
335,L2ZZB-24325,Which object did the person sit on before snuggling with a blanket but after doing the action they did the longest?,floor,L2ZZB,L2ZZB,none
336,JTXUA-24152,Which object were they interacting with after standing up?,light,JTXUA,JTXUA,none
337,QEQJ3-4193,"Before closing a door but after holding a phone, what was the person throwing?",blanket,QEQJ3,QEQJ3,none
338,V2BCZ-2585,"Before doing the longest action, was the person touching both a box and the object they were taking?",no,V2BCZ,V2BCZ,none
339,EK19H-2588,What was the person touching last?,food,EK19H,EK19H,none
340,2UZUJ-1459,What was the person tidying while taking food from somewhere?,floor,2UZUJ,2UZUJ,none
341,7UGF7-14923,"After putting the object they were taking somewhere, which did they go on the side of, a table or a dish?",table,7UGF7,7UGF7,none
342,1MD1H-319639,"While snuggling with the thing they put down, what was the person sitting on?",bed,1MD1H,1MD1H,none
343,CV20O-44,Is there a laptop the person interacts with before starting to close a closet?,yes,CV20O,CV20O,none
344,7SXQS-38568,Was covered by an object something they did before or after they sat in a chair?,after,7SXQS,7SXQS,none
345,GBMNT-7355,Were they touching a doorway or the last thing they went in front of before putting the object they were on the side of first somewhere?,food,GBMNT,GBMNT,none
346,BPHWQ-1511,What was the person sitting on?,chair,BPHWQ,BPHWQ,none
347,5GK8W-221811,Were they interacting with a blanket before or after putting the object they were playing on somewhere?,before,5GK8W,5GK8W,none
348,H1XBH-102640,Were they interacting with the object they were above before or after holding the object they were taking last?,before,H1XBH,H1XBH,none
349,106AY-114055,"Before putting the first thing they took somewhere, were they taking some food last?",no,106AY,106AY,none
350,A58I2-11914,"After walking through a doorway, what was the person sitting on?",chair,A58I2,A58I2,none
351,61N26-2303,What was the person behind between walking through a doorway and holding a broom?,laptop,61N26,61N26,none
352,PV3KQ-10436,"Before sitting in the object they were above, did they go on the side of some food or a table?",table,PV3KQ,PV3KQ,none
353,WKDPZ-1741,"After watching a picture, what did they go in front of?",chair,WKDPZ,WKDPZ,none
354,XEASG-10326,"Between drinking from a cup and holding a blanket, which object did the person touch first?",doorway,XEASG,XEASG,none
355,J7D0D-887,"Of everything they went on the side of, was the last a closet?",no,J7D0D,J7D0D,none
356,SPDF6-17648,"While tidying the thing they threw, did they touch the object they were taking first but not the object they were opening?",no,SPDF6,SPDF6,none
357,TZV01-12549,"After walking through a doorway, which did they hold, a paper or the object they were in front of last?",paper,TZV01,TZV01,none
358,L1Z8A-1157,What were they doing for the least time?,standing up,L1Z8A,L1Z8A,none
359,X3LEM-28226,Was the person holding a picture or watching a picture for more time?,watching a picture,X3LEM,X3LEM,none
360,9UZEY-2369,"In the video, was a table or a mirror the thing they went on the side of?",mirror,9UZEY,9UZEY,none
361,GFVSV-34180,What was the person carrying before watching a book but after pouring something into a cup?,pillow,GFVSV,GFVSV,none
362,JZDL6-4162,"Between sitting in a bed and going from standing to sitting, what did they take?",shoe,JZDL6,JZDL6,none
363,Y05U8-21085,"After watching a book, of all the things the person was on the side of, was the first a table?",yes,Y05U8,Y05U8,none
364,AWGMW-20613,"Which were they on the side of after putting on a shoe, a bed or a doorway?",doorway,AWGMW,AWGMW,none
365,Z6HEA-37659,What was the person carrying before starting to sit on the floor?,blanket,Z6HEA,Z6HEA,none
366,D0E8H-28403,"Before eating some food but after going from standing to sitting, which object were they in?",blanket,D0E8H,D0E8H,none
367,ZP53M-6537,"Between taking shoes from somewhere and putting a book somewhere, was the person tidying something?",yes,ZP53M,ZP53M,none
368,3CGO0-5483,What was the person watching while sitting in the thing they went above?,paper,3CGO0,3CGO0,none
369,P9D7P-768,Was watching outside of a window something they spent more time doing than holding a phone?,no,P9D7P,P9D7P,none
370,WIUQN-7767,Was a table or a dish the thing they touched while holding the object they were playing on?,table,WIUQN,WIUQN,none
371,9R4AQ-122,"After holding a cup of something, did they interact with a broom?",no,9R4AQ,9R4AQ,none
372,BB8Q0-27660,Did they sit in a chair or hold a bag for less time?,holding a bag,BB8Q0,BB8Q0,none
